Category,Sentence,Severity Level
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Poor appetite or overeating,"সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Feeling tired or having little energy,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
Poor appetite or overeating,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Feeling tired or having little energy,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
Feeling tired or having little energy,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Trouble concentrating on things,পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Trouble concentrating on things,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Trouble concentrating on things,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Little interest or pleasure in doing things,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Poor appetite or overeating,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Trouble concentrating on things,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
Little interest or pleasure in doing things,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Trouble concentrating on things,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
"Feeling down,Depressed, or hopeless",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Little interest or pleasure in doing things,"কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Poor appetite or overeating,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Trouble concentrating on things,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Feeling down,Depressed, or hopeless",এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Little interest or pleasure in doing things,"দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Trouble concentrating on things,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
Feeling tired or having little energy,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Little interest or pleasure in doing things,"কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
Little interest or pleasure in doing things,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Trouble concentrating on things,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Poor appetite or overeating,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Feeling tired or having little energy,"অফিসে আজ কাজের চাপ ছিল, কিন্তু তবুও দিনটা সুন্দর কেটেছে।",Not Depressed
Feeling tired or having little energy,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Little interest or pleasure in doing things,"দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Poor appetite or overeating,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Trouble concentrating on things,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
Feeling tired or having little energy,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Trouble concentrating on things,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
Trouble concentrating on things,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Poor appetite or overeating,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Trouble concentrating on things,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
"Feeling down,Depressed, or hopeless",প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Feeling tired or having little energy,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
Little interest or pleasure in doing things,"আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Little interest or pleasure in doing things,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Trouble concentrating on things,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Little interest or pleasure in doing things,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Feeling tired or having little energy,"সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Poor appetite or overeating,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Poor appetite or overeating,"আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
"Feeling down,Depressed, or hopeless",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Trouble concentrating on things,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Trouble concentrating on things,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Little interest or pleasure in doing things,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Feeling down,Depressed, or hopeless",জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
Little interest or pleasure in doing things,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
"Feeling down,Depressed, or hopeless",বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Feeling down,Depressed, or hopeless","অফিসে আজ কাজের চাপ ছিল, কিন্তু তবুও দিনটা সুন্দর কেটেছে।",Not Depressed
Trouble concentrating on things,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Poor appetite or overeating,"আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
Little interest or pleasure in doing things,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Trouble concentrating on things,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Feeling tired or having little energy,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
Feeling tired or having little energy,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
"Feeling down,Depressed, or hopeless","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
Little interest or pleasure in doing things,"অফিসে আজ কাজের চাপ ছিল, কিন্তু তবুও দিনটা সুন্দর কেটেছে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Feeling down,Depressed, or hopeless","আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Feeling down,Depressed, or hopeless",জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Feeling down,Depressed, or hopeless","নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Trouble concentrating on things,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
Poor appetite or overeating,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Trouble concentrating on things,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Feeling down,Depressed, or hopeless","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Trouble concentrating on things,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Feeling tired or having little energy,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Little interest or pleasure in doing things,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
Poor appetite or overeating,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Feeling down,Depressed, or hopeless",মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
"Feeling down,Depressed, or hopeless",বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much","কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Little interest or pleasure in doing things,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Poor appetite or overeating,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
"Feeling down,Depressed, or hopeless",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Trouble concentrating on things,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Poor appetite or overeating,পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Trouble concentrating on things,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Feeling tired or having little energy,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Feeling tired or having little energy,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
Little interest or pleasure in doing things,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Poor appetite or overeating,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Little interest or pleasure in doing things,"দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Poor appetite or overeating,"অফিসে আজ কাজের চাপ ছিল, কিন্তু তবুও দিনটা সুন্দর কেটেছে।",Not Depressed
Trouble concentrating on things,"দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","সব কিছু ঠিকঠাক চলছে, বড় কোনো সমস্যা নেই।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
Poor appetite or overeating,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","কখনও ক্লান্ত লাগে, কিন্তু বিশ্রাম নিলে আবার ভালো লাগে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
Poor appetite or overeating,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
"Trouble falling or staying asleep, or sleeping too much",বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Trouble concentrating on things,বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Feeling tired or having little energy,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Feeling down,Depressed, or hopeless","আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way","আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Trouble concentrating on things,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Trouble concentrating on things,প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Little interest or pleasure in doing things,পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","আজ একটু ব্যস্ত দিন ছিল, তবে সব কাজ শেষ করতে পেরেছি।",Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"রাতে ভালো ঘুম হয়, সকালে সতেজ লাগে।",Not Depressed
Feeling tired or having little energy,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
Poor appetite or overeating,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much","নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Poor appetite or overeating,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Feeling down,Depressed, or hopeless",প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual","দিনটা ভালোভাবে কাটাতে চাই, তাই সকালে উঠে ব্যায়াম করি।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",এখন আগের চেয়ে অনেক শান্তি অনুভব করি।,Not Depressed
Poor appetite or overeating,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
Trouble concentrating on things,ছোটখাটো ব্যর্থতায় এখন আর ভেঙে পড়ি না।,Not Depressed
Little interest or pleasure in doing things,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,বন্ধুদের সঙ্গে কথা বললে মনটা হালকা লাগে।,Not Depressed
Little interest or pleasure in doing things,"আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Poor appetite or overeating,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
"Thoughts that one would be better off dead, or of hurting oneself in some way",কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
Little interest or pleasure in doing things,পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
Poor appetite or overeating,মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
Feeling tired or having little energy,জীবনের ছোট ছোট জিনিস এখন অনেক গুরুত্বপূর্ণ মনে হয়।,Not Depressed
Little interest or pleasure in doing things,"আজ মনটা বেশ ভালো, নিজের কাজ গুলো নিয়ে ব্যস্ত থাকতে ভালো লাগে।",Not Depressed
"Feeling down,Depressed, or hopeless","আজ সকালে হালকা বৃষ্টি পড়েছে, মনের মতো আবহাওয়া।",Not Depressed
Feeling tired or having little energy,"নতুন কিছু শেখার চেষ্টা করছি, বেশ ভালো লাগছে।",Not Depressed
Trouble concentrating on things,কিছুটা চিন্তা থাকলেও মনোবল ভালো আছে।,Not Depressed
"Feeling down,Depressed, or hopeless",মন খারাপের দিনও এখন খুব বেশি স্থায়ী হয় না।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",বন্ধুদের সঙ্গে দেখা হলে মনটা আনন্দে ভরে যায়।,Not Depressed
"Trouble falling or staying asleep, or sleeping too much",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
"Moving or speaking so slowly that others could have noticed, or being so fidgety or restless that one has been moving around more than usual",প্রতিদিনের ছোট ছোট আনন্দই এখন আমার সুখের কারণ।,Not Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,প্রতিদিন কিছু না কিছু ভালো ঘটনা ঘটেই যায়।,Not Depressed
Feeling tired or having little energy,জীবনের প্রতি এখন অনেক ইতিবাচক দৃষ্টিভঙ্গি এসেছে।,Not Depressed
"Feeling down,Depressed, or hopeless",পরিবারের সঙ্গে সময় কাটালে সব চিন্তা দূর হয়ে যায়।,Not Depressed
